,Hcluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
GO:1900047,C5,GO:1900047,negative regulation of hemostasis,3/65,49/18870,0.0006418169184913154,0.018509999929289533,0.015754916357071026,APOH/F12/KRT1,3,,
GO:0016032,C5,GO:0016032,viral process,7/65,432/18870,0.0006961273339639211,0.019682659128940672,0.016753033465468154,ANPEP/CFL1/CSF1R/FCN3/NCAM1/P4HB/PPIA,7,,
GO:0062197,C5,GO:0062197,cellular response to chemical stress,6/65,317/18870,0.0007701398275310958,0.021356569832689232,0.01817779430974206,CAT/MPO/PPIA/PRDX2/SOD1/TXN,6,,
GO:0098761,C5,GO:0098761,cellular response to interleukin-7,2/65,13/18870,0.0008892706845658872,0.02419487409705678,0.020593636905736335,P4HB/PDIA3,2,,
GO:0071675,C5,GO:0071675,regulation of mononuclear cell migration,4/65,125/18870,0.0009092981755908422,0.024281629059296192,0.02066747900075871,CALR/CSF1R/ECM1/MSN,4,,
GO:0052372,C5,GO:0052372,modulation by symbiont of entry into host,3/65,56/18870,0.0009492152877585362,0.024886698999051077,0.02118248852682207,FCN3/FUCA2/P4HB,3,,
GO:0006457,C5,GO:0006457,protein folding,5/65,223/18870,0.0010231552146372498,0.026188216043855767,0.022290283894543995,CALR/HSPA5/P4HB/PDIA3/PPIA,5,,
GO:0098760,C5,GO:0098760,response to interleukin-7,2/65,14/18870,0.0010351791362689172,0.026188216043855767,0.022290283894543995,P4HB/PDIA3,2,,
GO:0031638,C5,GO:0031638,zymogen activation,3/65,59/18870,0.0011050498287972707,0.027473825053890767,0.023384539026817017,APOH/F12/PRSS3,3,,
GO:0030168,C5,GO:0030168,platelet activation,4/65,133/18870,0.0011450611492414369,0.027986070800104273,0.02382054058903685,ADAMTS13/HBB/PDIA3/PPIA,4,,
GO:0015671,C5,GO:0015671,oxygen transport,2/65,15/18870,0.0011917863188835975,0.028642597863835797,0.024379348207338152,HBA1/HBB,2,,
GO:0019755,C5,GO:0019755,one-carbon compound transport,3/65,61/18870,0.0012173962473639177,0.02877844899506179,0.02449497885118771,CA2/HBA1/HBB,3,,
GO:0090303,C5,GO:0090303,positive regulation of wound healing,3/65,62/18870,0.0012761677786087505,0.02968119252828739,0.02526335534563333,APOH/F12/PRDX2,3,,
GO:0008631,C5,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,3/65,63/18870,0.0013366981643775455,0.030149315647599106,0.02566180162427955,P4HB/PPIA/SOD1,3,,
GO:0002679,C5,GO:0002679,respiratory burst involved in defense response,2/65,16/18870,0.0013590190825894187,0.030149315647599106,0.02566180162427955,MPO/PRDX2,2,,
GO:0072378,C5,GO:0072378,"blood coagulation, fibrin clot formation",2/65,16/18870,0.0013590190825894187,0.030149315647599106,0.02566180162427955,APOH/F12,2,,
GO:0043462,C5,GO:0043462,regulation of ATP-dependent activity,3/65,64/18870,0.001399007063242259,0.030566184624171776,0.026016622579592887,ALDOB/PFN1/TPM2,3,,
GO:0043903,C5,GO:0043903,regulation of biological process involved in symbiotic interaction,3/65,65/18870,0.0014631138788608962,0.031489704676379286,0.026802683153995362,FCN3/FUCA2/P4HB,3,,
GO:0016485,C5,GO:0016485,protein processing,5/65,245/18870,0.0015519478303027791,0.032910423107303056,0.028011937618158518,ADAMTS13/APOH/F12/P4HB/PRSS3,5,,
GO:0006089,C5,GO:0006089,lactate metabolic process,2/65,18/18870,0.0017250705701305838,0.03454933002955975,0.029406904748132463,LDHA/LDHB,2,,
GO:0009313,C5,GO:0009313,oligosaccharide catabolic process,2/65,18/18870,0.0017250705701305838,0.03454933002955975,0.029406904748132463,CTBS/MANBA,2,,
GO:0020027,C5,GO:0020027,hemoglobin metabolic process,2/65,18/18870,0.0017250705701305838,0.03454933002955975,0.029406904748132463,CAT/HPX,2,,
GO:0051917,C5,GO:0051917,regulation of fibrinolysis,2/65,18/18870,0.0017250705701305838,0.03454933002955975,0.029406904748132463,APOH/F12,2,,
GO:0048002,C5,GO:0048002,antigen processing and presentation of peptide antigen,3/65,71/18870,0.0018865659583460733,0.03677625213260232,0.03130236512637003,CALR/HLA-A/PDIA3,3,,
GO:0072376,C5,GO:0072376,protein activation cascade,2/65,19/18870,0.001923744805746647,0.03677625213260232,0.03130236512637003,APOH/F12,2,,
GO:0006801,C5,GO:0006801,superoxide metabolic process,3/65,72/18870,0.0019637804536826483,0.03677625213260232,0.03130236512637003,MPO/PRDX2/SOD1,3,,
GO:0050766,C5,GO:0050766,positive regulation of phagocytosis,3/65,72/18870,0.0019637804536826483,0.03677625213260232,0.03130236512637003,CALR/FCN3/SOD1,3,,
GO:0070527,C5,GO:0070527,platelet aggregation,3/65,72/18870,0.0019637804536826483,0.03677625213260232,0.03130236512637003,HBB/PDIA3/PPIA,3,,
GO:0045109,C5,GO:0045109,intermediate filament organization,3/65,73/18870,0.002042939130512308,0.03750528825659921,0.03192288934023993,KRT1/KRT77/KRT9,3,,
GO:0046718,C5,GO:0046718,viral entry into host cell,4/65,156/18870,0.0020570200942777016,0.03750528825659921,0.03192288934023993,ANPEP/FCN3/NCAM1/P4HB,4,,
GO:0002396,C5,GO:0002396,MHC protein complex assembly,2/65,20/18870,0.0021327556428856692,0.03750528825659921,0.03192288934023993,CALR/PDIA3,2,,
GO:0002501,C5,GO:0002501,peptide antigen assembly with MHC protein complex,2/65,20/18870,0.0021327556428856692,0.03750528825659921,0.03192288934023993,CALR/PDIA3,2,,
GO:0006098,C5,GO:0006098,pentose-phosphate shunt,2/65,20/18870,0.0021327556428856692,0.03750528825659921,0.03192288934023993,ALDOB/TALDO1,2,,
GO:0061045,C5,GO:0061045,negative regulation of wound healing,3/65,75/18870,0.002207157545859209,0.03834603832685517,0.03263849966356167,APOH/F12/KRT1,3,,
GO:0044794,C5,GO:0044794,positive regulation by host of viral process,2/65,21/18870,0.002352031733759929,0.03998312003881149,0.03403191325297773,CFL1/CSF1R,2,,
GO:1903036,C5,GO:1903036,positive regulation of response to wounding,3/65,77/18870,0.0023793558741134206,0.03998312003881149,0.03403191325297773,APOH/F12/PRDX2,3,,
GO:0050900,C5,GO:0050900,leukocyte migration,6/65,396/18870,0.002393144277379,0.03998312003881149,0.03403191325297773,CALR/CSF1R/ECM1/MSN/PPIA/SELL,6,,
GO:0016052,C5,GO:0016052,carbohydrate catabolic process,4/65,163/18870,0.0024122964239782245,0.03998312003881149,0.03403191325297773,ALDOB/CTBS/LDHA/MANBA,4,,
GO:0019362,C5,GO:0019362,pyridine nucleotide metabolic process,3/65,79/18870,0.0025596650391539735,0.04136140009407901,0.03520504599583628,ALDOB/LDHB/TALDO1,3,,
GO:0046496,C5,GO:0046496,nicotinamide nucleotide metabolic process,3/65,79/18870,0.0025596650391539735,0.04136140009407901,0.03520504599583628,ALDOB/LDHB/TALDO1,3,,
GO:0061687,C5,GO:0061687,detoxification of inorganic compound,2/65,22/18870,0.0025815020863156108,0.04136140009407901,0.03520504599583628,CAT/TXN,2,,
GO:0006740,C5,GO:0006740,NADPH regeneration,2/65,23/18870,0.002821096062689725,0.044217614373897644,0.03763613282718787,ALDOB/TALDO1,2,,
GO:0043171,C5,GO:0043171,peptide catabolic process,2/65,23/18870,0.002821096062689725,0.044217614373897644,0.03763613282718787,ADAMTS13/ANPEP,2,,
