,Tumor type,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,category,subcategory
R-HSA-1237044,discovery_tumor_TGCT,R-HSA-1237044,Erythrocytes take up carbon dioxide and release oxygen,5/56,13/11009,3.5400894675449944e-09,1.840846523123397e-07,1.403614420465208e-07,CA1/CA2/HBA1/HBB/SLC4A1,5.0,,
R-HSA-1480926,discovery_tumor_TGCT,R-HSA-1480926,O2/CO2 exchange in erythrocytes,5/56,13/11009,3.5400894675449944e-09,1.840846523123397e-07,1.403614420465208e-07,CA1/CA2/HBA1/HBB/SLC4A1,5.0,,
R-HSA-2168880,discovery_tumor_TGCT,R-HSA-2168880,Scavenging of heme from plasma,5/56,13/11009,3.5400894675449944e-09,1.840846523123397e-07,1.403614420465208e-07,APOL1/HBA1/HBB/HPR/JCHAIN,5.0,,
R-HSA-447115,discovery_tumor_TGCT,R-HSA-447115,Interleukin-12 family signaling,7/56,57/11009,1.299482963702799e-08,5.067983558440915e-07,3.8642519710109544e-07,CA1/CFL1/IL6ST/LCP1/MSN/P4HB/SOD1,7.0,,
R-HSA-9020591,discovery_tumor_TGCT,R-HSA-9020591,Interleukin-12 signaling,6/56,47/11009,1.203145138120052e-07,3.7538128309345625e-06,2.8622189601592816e-06,CA1/CFL1/LCP1/MSN/P4HB/SOD1,6.0,,
R-HSA-3299685,discovery_tumor_TGCT,R-HSA-3299685,Detoxification of Reactive Oxygen Species,5/56,37/11009,1.0927285034405716e-06,2.4442060871099625e-05,1.8636659098746676e-05,CAT/P4HB/PRDX2/PRDX6/SOD1,5.0,,
R-HSA-9711123,discovery_tumor_TGCT,R-HSA-9711123,Cellular response to chemical stress,9/56,215/11009,1.1945537322198843e-06,2.4442060871099625e-05,1.8636659098746676e-05,BLVRB/CAT/HBA1/HBB/P4HB/PGD/PRDX2/PRDX6/SOD1,9.0,,
R-HSA-8950505,discovery_tumor_TGCT,R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,5/56,38/11009,1.25343901903075e-06,2.4442060871099625e-05,1.8636659098746676e-05,CA1/CFL1/LCP1/MSN/SOD1,5.0,,
R-HSA-2173782,discovery_tumor_TGCT,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,5/56,42/11009,2.091681317793081e-06,3.62558095084134e-05,2.7644443147440718e-05,APOL1/HBA1/HBB/HPR/JCHAIN,5.0,,
R-HSA-8957275,discovery_tumor_TGCT,R-HSA-8957275,Post-translational protein phosphorylation,6/56,108/11009,1.6900566202420043e-05,0.0002636488327577527,0.00020102778746036474,APOA2/APOL1/IGFBP5/NUCB1/P4HB/SERPINC1,6.0,,
R-HSA-6798695,discovery_tumor_TGCT,R-HSA-6798695,Neutrophil degranulation,11/56,480/11009,2.4212015837507824e-05,0.0003433704064228382,0.00026181414254912764,ANPEP/CALML5/CAT/CEACAM8/HBB/MANBA/OSCAR/PNP/PRDX6/S100A7/SERPINB1,11.0,,
R-HSA-381426,discovery_tumor_TGCT,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),6/56,125/11009,3.877027802304693e-05,0.0005040136142996101,0.00038430187864950025,APOA2/APOL1/IGFBP5/NUCB1/P4HB/SERPINC1,6.0,,
R-HSA-140837,discovery_tumor_TGCT,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,3/56,23/11009,0.00020542888320947454,0.0024651465985136944,0.00187963269657252,F10/F12/SERPINC1,3.0,,
R-HSA-114608,discovery_tumor_TGCT,R-HSA-114608,Platelet degranulation,5/56,129/11009,0.0004838103163421031,0.005031627289957872,0.0038365309295900103,APOH/CFL1/PFN1/SOD1/TAGLN2,5.0,,
R-HSA-6809371,discovery_tumor_TGCT,R-HSA-6809371,Formation of the cornified envelope,5/56,129/11009,0.0004838103163421031,0.005031627289957872,0.0038365309295900103,KRT2/KRT7/KRT77/KRT78/KRT9,5.0,,
R-HSA-76005,discovery_tumor_TGCT,R-HSA-76005,Response to elevated platelet cytosolic Ca2+,5/56,134/11009,0.0005756737251815605,0.005612818820520215,0.0042796796674681795,APOH/CFL1/PFN1/SOD1/TAGLN2,5.0,,
R-HSA-8963899,discovery_tumor_TGCT,R-HSA-8963899,Plasma lipoprotein remodeling,3/56,34/11009,0.0006671509683601623,0.006122091239069724,0.0046679912956469555,APOA2/CETP/P4HB,3.0,,
R-HSA-140877,discovery_tumor_TGCT,R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),3/56,39/11009,0.0010007357775597468,0.008673043405517805,0.006613049290307098,F10/F12/SERPINC1,3.0,,
R-HSA-8963888,discovery_tumor_TGCT,R-HSA-8963888,Chylomicron assembly,2/56,10/11009,0.001114137032224334,0.00914765142247348,0.006974929897027685,APOA2/P4HB,2.0,,
R-HSA-1475029,discovery_tumor_TGCT,R-HSA-1475029,Reversible hydration of carbon dioxide,2/56,12/11009,0.0016234273311229283,0.01266273318275884,0.009655120442994257,CA1/CA2,2.0,,
R-HSA-9651496,discovery_tumor_TGCT,R-HSA-9651496,Defects of contact activation system (CAS) and kallikrein/kinin system (KKS),2/56,16/11009,0.00291341077955842,0.02065873098232334,0.01575193387990916,F10/F12,2.0,,
R-HSA-9671793,discovery_tumor_TGCT,R-HSA-9671793,Diseases of hemostasis,2/56,16/11009,0.00291341077955842,0.02065873098232334,0.01575193387990916,F10/F12,2.0,,
R-HSA-8963898,discovery_tumor_TGCT,R-HSA-8963898,Plasma lipoprotein assembly,2/56,19/11009,0.004111217469242256,0.027110821270504216,0.02067154388371779,APOA2/P4HB,2.0,,
R-HSA-9707564,discovery_tumor_TGCT,R-HSA-9707564,Cytoprotection by HMOX1,3/56,64/11009,0.004170895580077572,0.027110821270504216,0.02067154388371779,BLVRB/HBA1/HBB,3.0,,
R-HSA-6805567,discovery_tumor_TGCT,R-HSA-6805567,Keratinization,5/56,214/11009,0.004524888135344296,0.028235301964548407,0.021528941443953915,KRT2/KRT7/KRT77/KRT78/KRT9,5.0,,
R-HSA-140875,discovery_tumor_TGCT,R-HSA-140875,Common Pathway of Fibrin Clot Formation,2/56,22/11009,0.005499771560010262,0.03299862936006157,0.025160898230006463,F10/SERPINC1,2.0,,
R-HSA-174824,discovery_tumor_TGCT,R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",3/56,75/11009,0.006499071742286851,0.03755019228876847,0.02863138818239432,APOA2/CETP/P4HB,3.0,,
GO:0007596,discovery_tumor_TGCT,GO:0007596,blood coagulation,9/62,224/18870,4.6841722197776265e-08,2.7532230681612423e-05,2.2260374647342704e-05,APOH/F10/F12/HBB/IL6ST/PDIA3/PRDX2/SERPINC1/SLC4A1,9.0,,
GO:0050817,discovery_tumor_TGCT,GO:0050817,coagulation,9/62,229/18870,5.661860811270549e-08,2.7532230681612423e-05,2.2260374647342704e-05,APOH/F10/F12/HBB/IL6ST/PDIA3/PRDX2/SERPINC1/SLC4A1,9.0,,
GO:0007599,discovery_tumor_TGCT,GO:0007599,hemostasis,9/62,231/18870,6.100198821627568e-08,2.7532230681612423e-05,2.2260374647342704e-05,APOH/F10/F12/HBB/IL6ST/PDIA3/PRDX2/SERPINC1/SLC4A1,9.0,,
GO:0008544,discovery_tumor_TGCT,GO:0008544,epidermis development,10/62,385/18870,4.6501808561652993e-07,0.0001534049147244306,0.00012403102799767385,CALML5/CST6/IGFBP5/KRT2/KRT7/KRT77/KRT78/KRT9/S100A7/SOD1,10.0,,
GO:0045104,discovery_tumor_TGCT,GO:0045104,intermediate filament cytoskeleton organization,6/62,94/18870,6.384750585004642e-07,0.0001534049147244306,0.00012403102799767385,KRT2/KRT7/KRT77/KRT78/KRT9/SOD1,6.0,,
GO:0045103,discovery_tumor_TGCT,GO:0045103,intermediate filament-based process,6/62,95/18870,6.797854419103278e-07,0.0001534049147244306,0.00012403102799767385,KRT2/KRT7/KRT77/KRT78/KRT9/SOD1,6.0,,
GO:0098869,discovery_tumor_TGCT,GO:0098869,cellular oxidant detoxification,6/62,99/18870,8.675586150672138e-07,0.00015362790639082065,0.0001242113213452954,CAT/HBA1/HBB/PRDX2/PRDX6/SOD1,6.0,,
GO:0042743,discovery_tumor_TGCT,GO:0042743,hydrogen peroxide metabolic process,5/62,54/18870,9.076981175233126e-07,0.00015362790639082065,0.0001242113213452954,CAT/HBA1/HBB/PRDX2/SOD1,5.0,,
GO:1990748,discovery_tumor_TGCT,GO:1990748,cellular detoxification,6/62,119/18870,2.5533384760624606e-06,0.0003821217626328184,0.0003089533026029162,CAT/HBA1/HBB/PRDX2/PRDX6/SOD1,6.0,,
GO:0050878,discovery_tumor_TGCT,GO:0050878,regulation of body fluid levels,9/62,365/18870,2.8221695910843308e-06,0.0003821217626328184,0.0003089533026029162,APOH/F10/F12/HBB/IL6ST/PDIA3/PRDX2/SERPINC1/SLC4A1,9.0,,
GO:0042744,discovery_tumor_TGCT,GO:0042744,hydrogen peroxide catabolic process,4/62,31/18870,3.109928088566317e-06,0.0003828038756289812,0.0003095048049865042,CAT/HBA1/HBB/PRDX2,4.0,,
GO:0097237,discovery_tumor_TGCT,GO:0097237,cellular response to toxic substance,6/62,128/18870,3.900370318710444e-06,0.0004280511025646308,0.00034608811837613,CAT/HBA1/HBB/PRDX2/PRDX6/SOD1,6.0,,
GO:0045109,discovery_tumor_TGCT,GO:0045109,intermediate filament organization,5/62,73/18870,4.109796405716544e-06,0.0004280511025646308,0.00034608811837613,KRT2/KRT7/KRT77/KRT78/KRT9,5.0,,
GO:0000302,discovery_tumor_TGCT,GO:0000302,response to reactive oxygen species,7/62,205/18870,4.779725035604676e-06,0.00046226769272919506,0.0003737529351149521,APOD/CAT/HBA1/HBB/PRDX2/S100A7/SOD1,7.0,,
GO:0042060,discovery_tumor_TGCT,GO:0042060,wound healing,9/62,423/18870,9.304500946032254e-06,0.0008398862853951782,0.0006790653322016522,APOH/F10/F12/HBB/IL6ST/PDIA3/PRDX2/SERPINC1/SLC4A1,9.0,,
GO:0098754,discovery_tumor_TGCT,GO:0098754,detoxification,6/62,158/18870,1.3078473533336053e-05,0.0011067658227585635,0.0008948429259650984,CAT/HBA1/HBB/PRDX2/PRDX6/SOD1,6.0,,
GO:0015670,discovery_tumor_TGCT,GO:0015670,carbon dioxide transport,3/62,15/18870,1.4941972934096301e-05,0.0011900841972215523,0.000962207544982053,CA2/HBA1/HBB,3.0,,
GO:0009313,discovery_tumor_TGCT,GO:0009313,oligosaccharide catabolic process,3/62,18/18870,2.6609208800631755e-05,0.0020016038175586334,0.0016183378451846214,CTBS/MANBA/PGD,3.0,,
GO:0006979,discovery_tumor_TGCT,GO:0006979,response to oxidative stress,8/62,400/18870,4.725891309080098e-05,0.0032076764504438953,0.0025934723691686625,APOD/CAT/HBA1/HBB/PRDX2/PRDX6/S100A7/SOD1,8.0,,
GO:0019755,discovery_tumor_TGCT,GO:0019755,one-carbon compound transport,4/62,61/18870,4.791476928374104e-05,0.0032076764504438953,0.0025934723691686625,CA2/HBA1/HBB/SLC4A1,4.0,,
GO:0015669,discovery_tumor_TGCT,GO:0015669,gas transport,3/62,22/18870,4.974978246626425e-05,0.0032076764504438953,0.0025934723691686625,CA2/HBA1/HBB,3.0,,
GO:0030193,discovery_tumor_TGCT,GO:0030193,regulation of blood coagulation,4/62,68/18870,7.350054536906424e-05,0.004523624474077862,0.003657443405924728,APOH/F12/PRDX2/SERPINC1,4.0,,
GO:0043588,discovery_tumor_TGCT,GO:0043588,skin development,7/62,317/18870,7.873711754226253e-05,0.0046352198761836294,0.003747670583247278,IGFBP5/KRT2/KRT7/KRT77/KRT78/KRT9/S100A7,7.0,,
GO:1900046,discovery_tumor_TGCT,GO:1900046,regulation of hemostasis,4/62,70/18870,8.234740835275657e-05,0.004645766287901349,0.0037561975739853876,APOH/F12/PRDX2/SERPINC1,4.0,,
GO:0008203,discovery_tumor_TGCT,GO:0008203,cholesterol metabolic process,5/62,140/18870,9.640535917823113e-05,0.005046282409608961,0.0040800230941408075,APOA2/APOL1/CAT/CETP/SOD1,5.0,,
GO:0050818,discovery_tumor_TGCT,GO:0050818,regulation of coagulation,4/62,73/18870,9.703661708992512e-05,0.005046282409608961,0.0040800230941408075,APOH/F12/PRDX2/SERPINC1,4.0,,
GO:0030194,discovery_tumor_TGCT,GO:0030194,positive regulation of blood coagulation,3/62,28/18870,0.0001043544368309091,0.005046282409608961,0.0040800230941408075,APOH/F12/PRDX2,3.0,,
GO:1900048,discovery_tumor_TGCT,GO:1900048,positive regulation of hemostasis,3/62,28/18870,0.0001043544368309091,0.005046282409608961,0.0040800230941408075,APOH/F12/PRDX2,3.0,,
GO:0050820,discovery_tumor_TGCT,GO:0050820,positive regulation of coagulation,3/62,30/18870,0.00012872400215782178,0.006010079273161748,0.004859272676738099,APOH/F12/PRDX2,3.0,,
GO:1902652,discovery_tumor_TGCT,GO:1902652,secondary alcohol metabolic process,5/62,150/18870,0.00013339102442823795,0.006020381569194473,0.004867602294925174,APOA2/APOL1/CAT/CETP/SOD1,5.0,,
GO:0009913,discovery_tumor_TGCT,GO:0009913,epidermal cell differentiation,6/62,245/18870,0.00015082282886940633,0.006384836938665957,0.005162271955385676,KRT2/KRT7/KRT77/KRT78/S100A7/SOD1,6.0,,
GO:0016125,discovery_tumor_TGCT,GO:0016125,sterol metabolic process,5/62,154/18870,0.00015089718023435054,0.006384836938665957,0.005162271955385676,APOA2/APOL1/CAT/CETP/SOD1,5.0,,
GO:0031424,discovery_tumor_TGCT,GO:0031424,keratinization,4/62,83/18870,0.0001598617910790778,0.006559177730941556,0.005303230070884878,KRT2/KRT7/KRT77/KRT78,4.0,,
GO:0016052,discovery_tumor_TGCT,GO:0016052,carbohydrate catabolic process,5/62,163/18870,0.00019669576109448815,0.007722434274731289,0.006243746906414166,CTBS/LDHA/MANBA/PGD/SLC4A1,5.0,,
GO:0009636,discovery_tumor_TGCT,GO:0009636,response to toxic substance,6/62,258/18870,0.00019961979292141443,0.007722434274731289,0.006243746906414166,CAT/HBA1/HBB/PRDX2/PRDX6/SOD1,6.0,,
GO:0030216,discovery_tumor_TGCT,GO:0030216,keratinocyte differentiation,5/62,177/18870,0.0002881498254079963,0.010837635100067418,0.008762450831120356,KRT2/KRT7/KRT77/KRT78/S100A7,5.0,,
GO:0042542,discovery_tumor_TGCT,GO:0042542,response to hydrogen peroxide,4/62,101/18870,0.00033987145688365385,0.01243745817893155,0.010055940687311521,CAT/HBA1/HBB/SOD1,4.0,,
GO:0006641,discovery_tumor_TGCT,GO:0006641,triglyceride metabolic process,4/62,106/18870,0.0004084920112708311,0.014555215348965927,0.011768190906417297,APOA2/APOH/CAT/CETP,4.0,,
GO:0071803,discovery_tumor_TGCT,GO:0071803,positive regulation of podosome assembly,2/62,10/18870,0.00046994352821485555,0.01631547531289524,0.013191397283224014,LCP1/MSN,2.0,,
GO:0034975,discovery_tumor_TGCT,GO:0034975,protein folding in endoplasmic reticulum,2/62,11/18870,0.0005731599579039046,0.01940146457504717,0.015686483058422653,P4HB/PDIA3,2.0,,
GO:0044403,discovery_tumor_TGCT,GO:0044403,biological process involved in symbiotic interaction,6/62,322/18870,0.0006488276939610735,0.0202021747584534,0.016333873706593748,ANPEP/APOL1/CFL1/DCD/FCN3/P4HB,6.0,,
GO:0002064,discovery_tumor_TGCT,GO:0002064,epithelial cell development,5/62,214/18870,0.0006852716799479574,0.0202021747584534,0.016333873706593748,COL18A1/EZR/IL6ST/KRT2/MSN,5.0,,
GO:0034370,discovery_tumor_TGCT,GO:0034370,triglyceride-rich lipoprotein particle remodeling,2/62,12/18870,0.0006863368086328334,0.0202021747584534,0.016333873706593748,APOA2/CETP,2.0,,
GO:0034372,discovery_tumor_TGCT,GO:0034372,very-low-density lipoprotein particle remodeling,2/62,12/18870,0.0006863368086328334,0.0202021747584534,0.016333873706593748,APOA2/CETP,2.0,,
GO:1902946,discovery_tumor_TGCT,GO:1902946,protein localization to early endosome,2/62,12/18870,0.0006863368086328334,0.0202021747584534,0.016333873706593748,EZR/MSN,2.0,,
GO:1905668,discovery_tumor_TGCT,GO:1905668,positive regulation of protein localization to endosome,2/62,12/18870,0.0006863368086328334,0.0202021747584534,0.016333873706593748,EZR/MSN,2.0,,
GO:0008202,discovery_tumor_TGCT,GO:0008202,steroid metabolic process,6/62,327/18870,0.0007032072016544447,0.020258352149789747,0.01637929428265672,APOA2/APOL1/CAT/CETP/GC/SOD1,6.0,,
GO:0071801,discovery_tumor_TGCT,GO:0071801,regulation of podosome assembly,2/62,13/18870,0.0008094096365622831,0.021918812958106625,0.01772181098999525,LCP1/MSN,2.0,,
GO:0098761,discovery_tumor_TGCT,GO:0098761,cellular response to interleukin-7,2/62,13/18870,0.0008094096365622831,0.021918812958106625,0.01772181098999525,P4HB/PDIA3,2.0,,
GO:1905666,discovery_tumor_TGCT,GO:1905666,regulation of protein localization to endosome,2/62,13/18870,0.0008094096365622831,0.021918812958106625,0.01772181098999525,EZR/MSN,2.0,,
GO:0098760,discovery_tumor_TGCT,GO:0098760,response to interleukin-7,2/62,14/18870,0.0009423143019635841,0.02496936792900174,0.020188247412082565,P4HB/PDIA3,2.0,,
GO:0061041,discovery_tumor_TGCT,GO:0061041,regulation of wound healing,4/62,133/18870,0.000958941752073922,0.02496936792900174,0.020188247412082565,APOH/F12/PRDX2/SERPINC1,4.0,,
GO:0006639,discovery_tumor_TGCT,GO:0006639,acylglycerol metabolic process,4/62,134/18870,0.000986036499117105,0.025185156793152155,0.02036271714598324,APOA2/APOH/CAT/CETP,4.0,,
GO:0006638,discovery_tumor_TGCT,GO:0006638,neutral lipid metabolic process,4/62,135/18870,0.0010136659400213893,0.025185156793152155,0.02036271714598324,APOA2/APOH/CAT/CETP,4.0,,
GO:0072593,discovery_tumor_TGCT,GO:0072593,reactive oxygen species metabolic process,5/62,234/18870,0.001023030741228485,0.025185156793152155,0.02036271714598324,CAT/HBA1/HBB/PRDX2/SOD1,5.0,,
GO:0015671,discovery_tumor_TGCT,GO:0015671,oxygen transport,2/62,15/18870,0.00108498696796812,0.02577319920401464,0.020838161526996208,HBA1/HBB,2.0,,
GO:1903651,discovery_tumor_TGCT,GO:1903651,positive regulation of cytoplasmic transport,2/62,15/18870,0.00108498696796812,0.02577319920401464,0.020838161526996208,EZR/MSN,2.0,,
GO:0090303,discovery_tumor_TGCT,GO:0090303,positive regulation of wound healing,3/62,62/18870,0.001112716103749079,0.025976165594418153,0.021002264027205845,APOH/F12/PRDX2,3.0,,
GO:0001885,discovery_tumor_TGCT,GO:0001885,endothelial cell development,3/62,64/18870,0.0012201087795752185,0.027022435330341852,0.02184819462299271,COL18A1/EZR/MSN,3.0,,
GO:0034374,discovery_tumor_TGCT,GO:0034374,low-density lipoprotein particle remodeling,2/62,16/18870,0.001237364099321414,0.027022435330341852,0.02184819462299271,APOA2/CETP,2.0,,
GO:0034375,discovery_tumor_TGCT,GO:0034375,high-density lipoprotein particle remodeling,2/62,16/18870,0.001237364099321414,0.027022435330341852,0.02184819462299271,APOA2/CETP,2.0,,
GO:0072378,discovery_tumor_TGCT,GO:0072378,"blood coagulation, fibrin clot formation",2/62,16/18870,0.001237364099321414,0.027022435330341852,0.02184819462299271,APOH/F12,2.0,,
GO:2000401,discovery_tumor_TGCT,GO:2000401,regulation of lymphocyte migration,3/62,69/18870,0.0015165549919560568,0.03259389617632541,0.02635283528211026,APOD/MSN/S100A7,3.0,,
GO:0051917,discovery_tumor_TGCT,GO:0051917,regulation of fibrinolysis,2/62,18/18870,0.0015709791176845944,0.03292872260961341,0.0266235493384109,APOH/F12,2.0,,
GO:0009311,discovery_tumor_TGCT,GO:0009311,oligosaccharide metabolic process,3/62,70/18870,0.0015807732419681473,0.03292872260961341,0.0266235493384109,CTBS/MANBA/PGD,3.0,,
GO:0050766,discovery_tumor_TGCT,GO:0050766,positive regulation of phagocytosis,3/62,72/18870,0.0017142696728608855,0.03389045425316479,0.02740112914817024,APOA2/FCN3/SOD1,3.0,,
GO:0070527,discovery_tumor_TGCT,GO:0070527,platelet aggregation,3/62,72/18870,0.0017142696728608855,0.03389045425316479,0.02740112914817024,HBB/IL6ST/PDIA3,3.0,,
GO:0071800,discovery_tumor_TGCT,GO:0071800,podosome assembly,2/62,19/18870,0.0017520914311089624,0.03389045425316479,0.02740112914817024,LCP1/MSN,2.0,,
GO:0072376,discovery_tumor_TGCT,GO:0072376,protein activation cascade,2/62,19/18870,0.0017520914311089624,0.03389045425316479,0.02740112914817024,APOH/F12,2.0,,
GO:2000641,discovery_tumor_TGCT,GO:2000641,regulation of early endosome to late endosome transport,2/62,19/18870,0.0017520914311089624,0.03389045425316479,0.02740112914817024,EZR/MSN,2.0,,
GO:0072678,discovery_tumor_TGCT,GO:0072678,T cell migration,3/62,73/18870,0.0017835796609653523,0.03401361775981813,0.027500709375892756,APOD/MSN/S100A7,3.0,,
GO:0043691,discovery_tumor_TGCT,GO:0043691,reverse cholesterol transport,2/62,20/18870,0.0019426570602520913,0.036532745271962944,0.029537475769914837,APOA2/CETP,2.0,,
GO:1903036,discovery_tumor_TGCT,GO:1903036,positive regulation of response to wounding,3/62,77/18870,0.0020782597700961768,0.03854744833849621,0.03116640462725341,APOH/F12/PRDX2,3.0,,
GO:0015698,discovery_tumor_TGCT,GO:0015698,inorganic anion transport,4/62,169/18870,0.0023122496872843594,0.04230791995382463,0.03420682325427786,APOL1/CA2/SLC25A3/SLC4A1,4.0,,
GO:1903034,discovery_tumor_TGCT,GO:1903034,regulation of response to wounding,4/62,173/18870,0.0025165308407584666,0.04543177011182619,0.03673252034229903,APOH/F12/PRDX2/SERPINC1,4.0,,
GO:0019430,discovery_tumor_TGCT,GO:0019430,removal of superoxide radicals,2/62,23/18870,0.002570454854887123,0.04579468254627848,0.03702594250806936,PRDX2/SOD1,2.0,,
GO:0072524,discovery_tumor_TGCT,GO:0072524,pyridine-containing compound metabolic process,3/62,85/18870,0.002754402833823798,0.04843456411684965,0.03916034104137731,MDH1/PGD/PNP,3.0,,
HALLMARK_COAGULATION,discovery_tumor_THCA,HALLMARK_COAGULATION,HALLMARK_COAGULATION,10/27,138/4383,3.6950875678951612e-09,8.498701406158871e-08,7.77913172188455e-08,APOC1/APOC3/CLU/CPB2/F2/HRG/ITIH1/MST1/PLG/PROC,10.0,,
